Data;Godzina;Krajowe.zapotrzebowanie.na.moc;Sumaryczna.generacja.JWCD;Generacja.PI;Generacja.IRZ;Sumaryczna.generacja.nJWCD;Krajowe.saldo.wymiany.miedzysystemowej.rownoleglej;Krajowe.saldo.wymiany.miedzysystemowej.nierownoleglej
2021-01-28;7;21540,788;12321,025;NA;NA;8174,700;763,413;301,800
2021-01-28;8;23488,788;14797,913;NA;NA;8578,913;78,775;36,175
2021-01-28;9;24615,188;15333,313;NA;NA;9043,713;193,800;46,988
2021-01-28;10;25150,538;15593,838;NA;NA;9246,538;322,863;-2,825
2021-01-28;11;25230,450;15789,488;NA;NA;9302,200;40,625;115,038
2021-01-28;12;25333,575;15532,638;NA;NA;9120,288;505,550;188,450
2021-01-28;13;24987,038;15704,525;NA;NA;8615,750;313,350;381,500
2021-01-28;14;24972,925;15823,000;NA;NA;8130,600;618,638;418,813
2021-01-28;15;24562,638;15646,550;NA;NA;7854,550;469,975;612,100
2021-01-28;16;24234,913;15537,988;NA;NA;7642,050;378,925;681,000
2021-01-28;17;24617,538;15938,513;NA;NA;7565,913;617,838;490,338
2021-01-28;18;25289,713;16375,350;NA;NA;7956,588;507,813;450,900
2021-01-28;19;24938,763;16252,125;NA;NA;8097,275;362,413;229,963
2021-01-28;20;24772,713;15785,338;NA;NA;8194,475;282,025;525,788
2021-01-28;21;24052,688;14509,238;NA;NA;8186,413;380,525;988,863
2021-01-28;22;22659,213;13381,100;NA;NA;8241,500;385,625;664,975
2021-01-28;23;21285,925;11847,400;NA;NA;8292,863;572,250;593,350
2021-01-28;24;19966,375;10608,663;NA;NA;8339,038;305,388;818,775
2021-01-29;1;19016,813;10988,950;NA;NA;8555,250;-250,025;302,950
2021-01-29;2;18406,988;10846,150;NA;NA;8789,463;-436,388;-29,688
2021-01-29;3;17987,700;10447,838;NA;NA;8728,400;-263,125;-100,813
2021-01-29;4;18089,375;10567,050;NA;NA;8430,650;-261,400;165,313
2021-01-29;5;18343,538;11007,900;NA;NA;8114,950;222,063;-185,350
2021-01-29;6;19160,538;11691,175;NA;NA;7830,700;485,925;-183,450
2021-01-29;7;21606,263;13532,450;NA;NA;7333,563;499,563;294,000
2021-01-29;8;23441,700;15399,350;NA;NA;7101,725;1011,425;-75,950
2021-01-29;9;24639,425;16633,638;NA;NA;7130,250;989,738;-116,100
2021-01-29;10;25075,950;16860,300;NA;NA;7182,788;1139,625;-101,650
2021-01-29;11;25140,038;16614,763;NA;NA;7191,663;1150,975;204,413
2021-01-29;12;25385,875;16526,600;NA;NA;7169,300;1414,125;292,438
2021-01-29;13;25174,875;16344,988;NA;NA;6971,375;1299,038;578,838
2021-01-29;14;25013,638;15869,850;NA;NA;6625,013;1512,625;1027,638
2021-01-29;15;24462,175;15568,013;NA;NA;6317,638;1526,688;1059,163
2021-01-29;16;24286,475;15726,738;NA;NA;6052,963;1462,513;1052,738
2021-01-29;17;24696,013;16439,825;NA;NA;5935,625;1269,463;1055,175
2021-01-29;18;25333,188;17018,325;NA;NA;6060,650;1203,775;1060,238
2021-01-29;19;24874,338;16704,363;NA;NA;6070,225;1055,400;1062,588
2021-01-29;20;24633,950;16362,700;NA;NA;5968,938;1258,738;1063,350
2021-01-29;21;23985,213;15793,738;NA;NA;5864,363;1281,325;1065,263
2021-01-29;22;22486,538;14280,550;NA;NA;5842,838;1311,900;1070,075
2021-01-29;23;21181,138;12923,400;NA;NA;5735,125;1466,675;1068,713
2021-01-29;24;19899,688;11621,425;NA;NA;5645,863;1606,313;1052,438
2021-01-30;1;18937,688;11154,238;NA;NA;5681,713;1377,200;741,063
2021-01-30;2;18285,350;10939,275;NA;NA;5723,350;1065,500;574,800
2021-01-30;3;17934,788;10968,825;NA;NA;5712,388;984,438;297,725
2021-01-30;4;17844,275;11448,713;NA;NA;5778,163;687,538;260,375
2021-01-30;5;17912,525;11396,375;NA;NA;5896,900;617,275;360,225
2021-01-30;6;18026,525;11176,325;NA;NA;6147,938;463,088;596,163
2021-01-30;7;18854,125;11088,313;NA;NA;6302,100;1011,650;708,313
2021-01-30;8;19513,975;11021,975;NA;NA;6416,075;1186,863;952,350
2021-01-30;9;20757,013;11892,888;NA;NA;6505,800;1369,525;1050,763
2021-01-30;10;21911,025;12823,700;NA;NA;6745,138;1376,025;975,475
2021-01-30;11;22420,475;13419,825;NA;NA;6917,100;1072,488;1026,113
2021-01-30;12;22734,138;13818,050;NA;NA;7170,750;889,725;872,575
2021-01-30;13;22476,525;13711,125;NA;NA;7308,525;652,863;823,625
2021-01-30;14;22204,313;13043,575;NA;NA;7529,375;597,288;1052,763
2021-01-30;15;21497,413;12007,550;NA;NA;7578,575;893,100;1033,763
2021-01-30;16;21200,650;11717,375;NA;NA;7597,725;845,325;1052,863
2021-01-30;17;21534,675;12348,988;NA;NA;7598,550;608,425;992,125
2021-01-30;18;22415,325;13601,625;NA;NA;7639,900;862,613;312,125
2021-01-30;19;22237,313;13981,725;NA;NA;7713,688;418,713;126,438
2021-01-30;20;21895,763;13514,950;NA;NA;7692,200;199,013;495,363
2021-01-30;21;21184,875;12128,413;NA;NA;7539,725;601,638;921,413
2021-01-30;22;20064,713;11361,063;NA;NA;7431,475;539,913;745,950
2021-01-30;23;19136,988;10970,763;NA;NA;7444,575;98,238;646,188
2021-01-30;24;17990,413;10299,150;NA;NA;7417,250;0,063;320,263
2021-01-31;1;17001,888;9649,375;NA;NA;7486,350;47,188;125,550
2021-01-31;2;16368,613;9446,100;NA;NA;7570,600;213,588;-465,375
2021-01-31;3;16079,513;9218,813;NA;NA;7591,038;28,950;-84,613
2021-01-31;4;15989,288;9091,225;NA;NA;7642,625;-69,738;-1,150
2021-01-31;5;16110,700;9032,825;NA;NA;7802,013;-94,750;41,875
2021-01-31;6;16206,813;9069,238;NA;NA;7913,475;-115,450;3,950
2021-01-31;7;16758,613;9117,100;NA;NA;8081,600;217,163;-60,738
2021-01-31;8;16893,413;9082,650;NA;NA;8119,938;254,750;-182,000
2021-01-31;9;18062,563;9588,088;NA;NA;8299,350;-26,163;226,575
2021-01-31;10;19388,950;10503,538;NA;NA;8684,588;76,575;132,688
2021-01-31;11;20222,375;11555,925;NA;NA;8955,950;28,125;-310,500
2021-01-31;12;20407,838;12378,613;NA;NA;9075,450;-280,950;-749,875
2021-01-31;13;20054,688;10967,875;NA;NA;8969,513;419,025;-279,275
2021-01-31;14;19614,250;10365,588;NA;NA;8670,288;411,263;181,738
2021-01-31;15;19099,725;10256,175;NA;NA;8247,725;255,863;352,975
2021-01-31;16;18927,825;10571,263;NA;NA;7914,613;137,513;315,238
2021-01-31;17;19632,900;11758,938;NA;NA;8017,713;162,200;-293,763
2021-01-31;18;20955,275;13330,263;NA;NA;8217,425;194,138;-771,200
2021-01-31;19;21199,438;13733,313;NA;NA;8397,788;-67,500;-844,213
2021-01-31;20;21242,550;13352,938;NA;NA;8541,638;258,375;-891,675
2021-01-31;21;20675,738;11954,963;NA;NA;8540,625;429,388;-231,850
2021-01-31;22;19957,563;11616,888;NA;NA;8306,350;623,025;-574,188
2021-01-31;23;19363,738;11245,663;NA;NA;7986,913;659,500;-512,375
2021-01-31;24;18314,138;10598,325;NA;NA;7550,650;157,200;32,450
2021-02-01;1;17516,738;10316,638;NA;NA;7191,588;427,963;-156,213
2021-02-01;2;17203,563;10612,138;NA;NA;6912,350;468,850;-74,888
2021-02-01;3;17121,688;11231,250;NA;NA;6672,375;109,800;-106,613
2021-02-01;4;17126,813;11505,038;NA;NA;6534,800;367,688;-494,363
2021-02-01;5;17713,413;12110,413;NA;NA;6401,338;478,663;-495,925
2021-02-01;6;18876,438;12840,213;NA;NA;6548,450;412,700;-226,550
2021-02-01;7;21878,063;14596,688;NA;NA;6739,438;558,625;73,213
2021-02-01;8;24021,225;17028,250;NA;NA;7132,800;36,638;-165,138
2021-02-01;9;25355,225;17660,200;NA;NA;7614,400;130,075;-38,000
2021-02-01;10;25976,275;17759,338;NA;NA;8027,500;236,338;-25,600
2021-02-01;11;25952,138;17411,750;NA;NA;8190,938;377,400;-11,075
2021-02-01;12;25646,488;17316,750;NA;NA;7805,288;153,788;380,800
2021-02-01;13;25185,913;17118,150;NA;NA;7434,900;-39,350;688,250
2021-02-01;14;24943,400;17108,500;NA;NA;7236,850;-162,688;764,750
2021-02-01;15;24508,913;16813,338;NA;NA;7284,375;240,563;190,825
2021-02-01;16;24284,325;16488,825;NA;NA;7325,813;335,163;139,450
2021-02-01;17;24780,063;16781,138;NA;NA;7896,613;146,088;-26,700
2021-02-01;18;25723,088;17504,563;NA;NA;8584,025;86,225;-450,763
2021-02-01;19;25547,650;16986,763;NA;NA;9274,588;-475,425;-236,638
2021-02-01;20;25365,025;16149,113;NA;NA;9467,875;-463,550;225,238
2021-02-01;21;24636,663;15173,700;NA;NA;9438,913;-392,838;438,313
2021-02-01;22;23094,938;13777,125;NA;NA;9367,375;-395,575;368,350
2021-02-01;23;21634,938;12130,100;NA;NA;9151,538;127,213;251,500
2021-02-01;24;20347,300;11712,813;NA;NA;8691,688;-3,063;-7,750
2021-02-02;1;19297,375;11622,863;NA;NA;8537,525;-163,900;-333,413
2021-02-02;2;18808,988;11788,913;NA;NA;8473,688;-217,075;-481,000
2021-02-02;3;18443,588;11951,650;NA;NA;8155,350;-399,763;-211,225
2021-02-02;4;18484,275;12347,863;NA;NA;7909,388;-237,675;-364,913
2021-02-02;5;18947,200;12625,375;NA;NA;7798,913;-207,763;-193,525
2021-02-02;6;19679,350;12693,913;NA;NA;7645,888;70,763;28,888
2021-02-02;7;22248,063;14605,638;NA;NA;7587,775;297,713;-203,450
2021-02-02;8;24059,125;16842,225;NA;NA;7619,013;-163,663;-234,713
2021-02-02;9;25347,688;17849,475;NA;NA;7844,713;162,288;-502,250
2021-02-02;10;25866,725;18116,100;NA;NA;7909,525;106,688;-251,875
2021-02-02;11;25775,400;18120,013;NA;NA;7780,750;109,538;-212,950
2021-02-02;12;26002,138;17966,913;NA;NA;7689,100;326,525;38,188
2021-02-02;13;25812,438;17899,138;NA;NA;7398,400;267,588;269,775
2021-02-02;14;25645,425;17247,900;NA;NA;7187,238;1035,513;185,200
2021-02-02;15;25052,050;17024,088;NA;NA;6951,363;1232,275;-136,188
2021-02-02;16;24570,788;16646,888;NA;NA;6822,213;1281,563;-158,988
2021-02-02;17;24814,538;16672,663;NA;NA;6926,738;1461,063;-225,113
2021-02-02;18;25554,613;17334,063;NA;NA;7017,288;1444,500;-218,525
2021-02-02;19;25376,200;17272,625;NA;NA;6990,488;1103,013;20,763
2021-02-02;20;25093,000;15966,725;NA;NA;6876,338;1361,800;902,463
2021-02-02;21;24302,488;15042,025;NA;NA;6717,413;1507,388;1061,750
2021-02-02;22;22654,213;13540,475;NA;NA;6529,050;1562,563;1045,600
2021-02-02;23;21315,975;12316,975;NA;NA;6469,938;1524,700;1058,525
2021-02-02;24;20085,263;11743,863;NA;NA;6449,613;1727,725;951,288
2021-02-03;1;19081,888;12258,638;NA;NA;6364,250;856,038;103,125
2021-02-03;2;18491,463;12380,563;NA;NA;6359,425;436,725;-194,850
2021-02-03;3;18100,338;12289,150;NA;NA;6356,225;159,188;-212,225
2021-02-03;4;18124,225;12087,750;NA;NA;6340,238;275,200;-211,300
2021-02-03;5;18408,575;12018,150;NA;NA;6385,775;476,100;-192,050
2021-02-03;6;19095,375;12193,588;NA;NA;6425,825;381,650;126,813
2021-02-03;7;21853,688;14609,863;NA;NA;6491,038;666,038;98,038
2021-02-03;8;23552,450;16218,575;NA;NA;6563,813;894,625;-119,838
2021-02-03;9;24760,138;17194,988;NA;NA;6709,863;1073,700;-215,038
2021-02-03;10;25231,188;17111,650;NA;NA;6983,675;1188,063;-44,013
2021-02-03;11;25253,938;16793,650;NA;NA;7175,750;1288,388;6,550
2021-02-03;12;25246,113;16676,863;NA;NA;7153,000;790,838;633,013
2021-02-03;13;25054,325;15941,738;NA;NA;7109,188;1041,275;981,300
2021-02-03;14;24924,850;15998,213;NA;NA;6947,750;1117,963;881,750
2021-02-03;15;24559,425;15844,450;NA;NA;6921,200;1424,675;376,250
2021-02-03;16;24273,575;15448,000;NA;NA;7045,113;1457,875;339,975
2021-02-03;17;24480,075;15529,613;NA;NA;7424,488;1276,738;262,613
2021-02-03;18;25106,438;16373,000;NA;NA;7617,013;1159,538;-37,113
2021-02-03;19;24792,575;15428,538;NA;NA;7771,250;1298,713;299,050
2021-02-03;20;24691,638;14595,888;NA;NA;8278,200;980,313;846,850
2021-02-03;21;23940,925;13397,888;NA;NA;8716,775;815,000;1028,388
2021-02-03;22;22528,225;12391,088;NA;NA;8970,538;289,938;894,525
2021-02-03;23;21045,350;11330,075;NA;NA;9140,963;139,675;454,025
2021-02-03;24;19724,975;10470,513;NA;NA;9198,238;72,963;59,025
2021-02-04;1;18581,800;10488,700;NA;NA;9202,100;-195,363;-116,813
2021-02-04;2;18002,050;10604,263;NA;NA;9248,688;-384,738;-31,838
2021-02-04;3;17674,750;10348,863;NA;NA;9216,575;-450,338;65,275
2021-02-04;4;17748,375;10318,400;NA;NA;9189,288;-37,600;-226,838
2021-02-04;5;18131,688;10536,488;NA;NA;8986,575;428,738;-379,825
2021-02-04;6;18849,188;10923,513;NA;NA;8705,188;170,288;-147,700
2021-02-04;7;21197,675;12479,075;NA;NA;8554,250;145,738;63,200
2021-02-04;8;23033,738;14316,813;NA;NA;8536,263;505,138;-324,213
2021-02-04;9;24373,663;15505,013;NA;NA;8433,413;1123,550;-665,613
2021-02-04;10;25200,538;16030,888;NA;NA;8254,450;1469,488;-526,500
2021-02-04;11;25471,938;16497,263;NA;NA;7967,000;1514,213;-491,725
2021-02-04;12;25737,750;16479,100;NA;NA;7722,788;1514,763;24,463
2021-02-04;13;25669,175;16468,650;NA;NA;7475,000;1635,750;107,225
2021-02-04;14;25661,063;16539,138;NA;NA;7177,350;1868,800;86,350
2021-02-04;15;25063,475;16352,238;NA;NA;6791,475;1868,713;60,513
2021-02-04;16;24717,288;16451,563;NA;NA;6474,675;1749,438;48,388
2021-02-04;17;24938,125;17493,638;NA;NA;6245,900;1574,338;-372,450
2021-02-04;18;25597,313;18349,463;NA;NA;6152,038;1581,975;-487,988
2021-02-04;19;25330,825;18351,225;NA;NA;6129,000;1067,900;-204,913
2021-02-04;20;25118,900;17804,075;NA;NA;6076,788;1307,663;-55,238
2021-02-04;21;24339,775;16261,875;NA;NA;6027,363;1467,738;600,963
2021-02-04;22;22833,863;14344,138;NA;NA;5965,138;1601,938;937,875
2021-02-04;23;21349,663;12961,463;NA;NA;5876,700;1447,450;1084,663
2021-02-04;24;20147,638;11645,113;NA;NA;5882,625;1577,288;1078,863
2021-02-05;1;19038,650;11307,838;NA;NA;5879,463;1368,400;984,425
2021-02-05;2;18578,763;11571,738;NA;NA;5892,138;1102,750;809,188
2021-02-05;3;18290,988;11776,600;NA;NA;5887,350;972,263;604,188
2021-02-05;4;18378,525;11887,200;NA;NA;5923,900;817,325;694,013
2021-02-05;5;18677,300;11910,288;NA;NA;5943,600;1256,063;512,288
2021-02-05;6;19533,713;12751,963;NA;NA;5989,425;1359,288;38,650
2021-02-05;7;22014,938;14800,038;NA;NA;6057,850;1379,913;-166,625
2021-02-05;8;23750,225;16451,950;NA;NA;6255,150;1238,100;-188,063
2021-02-05;9;24883,263;17213,413;NA;NA;6537,400;1238,988;-101,838
2021-02-05;10;25288,663;17096,800;NA;NA;6880,525;1335,713;-15,163
2021-02-05;11;25087,713;16688,938;NA;NA;7169,325;1416,425;-167,425
2021-02-05;12;25344,238;16660,900;NA;NA;7117,913;1513,050;63,975
2021-02-05;13;25110,313;16216,088;NA;NA;6889,563;1454,038;567,350
2021-02-05;14;25077,950;16244,550;NA;NA;6767,350;1487,775;596,313
2021-02-05;15;24637,563;16359,738;NA;NA;6564,875;1498,700;221,300
2021-02-05;16;24339,163;16025,663;NA;NA;6311,750;1447,138;558,938
2021-02-05;17;24620,450;16561,650;NA;NA;6330,688;1333,113;403,613
2021-02-05;18;25568,338;17397,438;NA;NA;6572,313;1542,938;59,038
2021-02-05;19;25222,238;16848,563;NA;NA;6615,400;1498,688;266,838
2021-02-05;20;24983,900;15679,975;NA;NA;6677,175;1617,713;1024,600
2021-02-05;21;24246,413;14964,338;NA;NA;6567,463;1657,750;1074,925
2021-02-05;22;22661,250;13725,513;NA;NA;6512,800;1565,175;883,713
2021-02-05;23;21307,313;12440,625;NA;NA;6410,250;1405,113;1074,563
2021-02-05;24;20142,563;11354,450;NA;NA;6356,038;1358,000;1095,338
2021-02-06;1;18985,425;10508,588;NA;NA;6319,475;1076,588;1097,863
2021-02-06;2;18270,413;10193,000;NA;NA;6317,888;929,275;846,925
2021-02-06;3;17967,600;10148,988;NA;NA;6455,725;858,413;520,438
2021-02-06;4;17945,825;10154,825;NA;NA;6675,450;783,200;341,925
2021-02-06;5;18079,075;10013,738;NA;NA;6871,863;784,538;425,863
2021-02-06;6;18287,813;10302,963;NA;NA;6958,300;818,950;298,150
2021-02-06;7;19138,150;10637,850;NA;NA;7119,338;1089,725;509,838
2021-02-06;8;19885,338;10724,063;NA;NA;7242,725;1159,100;900,375
2021-02-06;9;21115,963;11547,538;NA;NA;7475,000;1152,525;947,663
2021-02-06;10;22112,638;12238,338;NA;NA;7684,325;1473,863;719,113
2021-02-06;11;22490,038;12567,250;NA;NA;7915,188;1397,900;622,825
2021-02-06;12;22442,950;12191,675;NA;NA;8051,588;1286,488;920,775
2021-02-06;13;22208,750;12084,625;NA;NA;7794,213;1376,688;959,900
2021-02-06;14;21803,100;11917,025;NA;NA;7557,363;1355,738;982,025
2021-02-06;15;21274,975;11573,975;NA;NA;7311,550;1421,963;983,538
2021-02-06;16;21166,163;11760,900;NA;NA;7114,675;1347,050;953,825
2021-02-06;17;21596,688;12410,925;NA;NA;7212,225;1130,050;855,550
2021-02-06;18;22529,125;13104,138;NA;NA;7539,500;967,313;912,088
2021-02-06;19;22499,075;12632,350;NA;NA;7795,225;1025,175;1060,000
2021-02-06;20;22125,638;12159,838;NA;NA;8056,825;1009,450;915,425
2021-02-06;21;21478,900;11699,988;NA;NA;8128,075;748,700;910,425
2021-02-06;22;20392,613;10789,400;NA;NA;8232,850;509,388;873,713
2021-02-06;23;19480,888;10425,913;NA;NA;8349,800;274,925;450,863
2021-02-06;24;18396,650;9669,338;NA;NA;8497,850;186,700;67,138
2021-02-07;1;17421,550;8337,150;NA;NA;8593,188;358,088;163,688
2021-02-07;2;16802,263;7985,138;NA;NA;8836,325;280,163;-274,275
2021-02-07;3;16415,513;7798,025;NA;NA;9075,088;350,050;-704,313
2021-02-07;4;16341,950;8004,413;NA;NA;8954,175;305,750;-760,075
2021-02-07;5;16449,213;8301,200;NA;NA;8695,350;436,113;-791,238
2021-02-07;6;16644,213;8739,738;NA;NA;8637,038;386,575;-782,638
2021-02-07;7;16924,125;9129,725;NA;NA;8750,525;172,750;-723,663
2021-02-07;8;17176,725;8919,563;NA;NA;9026,075;124,813;-556,150
2021-02-07;9;18117,713;8814,388;NA;NA;9298,450;356,750;-339,538
2021-02-07;10;19312,675;8849,113;NA;NA;9656,275;321,950;490,163
2021-02-07;11;20119,975;9173,288;NA;NA;9722,313;604,375;624,925
2021-02-07;12;20614,213;9359,725;NA;NA;9724,913;1100,050;426,688
2021-02-07;13;20745,063;9582,650;NA;NA;9685,900;1050,225;437,863
2021-02-07;14;20734,238;9386,200;NA;NA;9557,438;1089,825;710,025
2021-02-07;15;20253,375;9239,913;NA;NA;9511,113;949,800;565,650
2021-02-07;16;19743,663;9047,650;NA;NA;9523,475;682,325;495,388
2021-02-07;17;19906,775;9055,338;NA;NA;9633,713;820,600;405,500
2021-02-07;18;20961,675;9472,775;NA;NA;9824,225;942,988;729,275
2021-02-07;19;21121,513;9591,175;NA;NA;9958,375;643,563;940,600
2021-02-07;20;21192,725;9296,538;NA;NA;10076,050;852,775;972,638
2021-02-07;21;20818,350;8986,163;NA;NA;10382,650;718,700;742,138
2021-02-07;22;20044,100;8612,725;NA;NA;10541,763;305,400;596,100
2021-02-07;23;19312,813;8623,863;NA;NA;10353,438;-47,138;388,988
2021-02-07;24;18468,913;8383,988;NA;NA;10360,550;1,613;-115,113
2021-02-08;1;17744,338;8384,713;NA;NA;10604,350;-323,763;-327,550
2021-02-08;2;17366,338;8549,100;NA;NA;10652,538;-545,875;-529,613
2021-02-08;3;17174,463;8796,500;NA;NA;10585,075;-645,913;-504,475
2021-02-08;4;17274,800;8672,213;NA;NA;10496,838;-203,613;-627,388
2021-02-08;5;17695,750;9100,975;NA;NA;10303,413;160,063;-803,025
2021-02-08;6;18839,188;9848,313;NA;NA;10259,888;-132,688;-295,350
2021-02-08;7;21632,275;11133,625;NA;NA;10387,788;118,600;48,888
2021-02-08;8;23685,638;13471,750;NA;NA;10596,663;-198,638;-164,013
2021-02-08;9;25208,688;14531,075;NA;NA;10602,125;379,475;-302,988
2021-02-08;10;26177,625;15228,650;NA;NA;10705,938;699,313;-446,125
2021-02-08;11;26474,250;15180,938;NA;NA;10823,125;794,850;-311,275
2021-02-08;12;26671,288;14192,675;NA;NA;10830,163;1022,900;627,513
2021-02-08;13;26647,663;14723,125;NA;NA;10665,100;386,400;889,150
2021-02-08;14;26500,088;14319,213;NA;NA;10467,000;742,275;979,888
2021-02-08;15;25774,875;14394,363;NA;NA;10115,113;575,250;708,938
2021-02-08;16;25222,475;14440,225;NA;NA;9766,450;510,588;527,163
2021-02-08;17;25223,363;14887,925;NA;NA;9507,700;594,088;253,613
2021-02-08;18;26140,388;16588,113;NA;NA;9075,138;585,050;-103,063
2021-02-08;19;26097,238;16850,438;NA;NA;8709,650;557,038;-0,175
2021-02-08;20;25879,963;15930,100;NA;NA;8147,788;1015,050;795,588
2021-02-08;21;25221,825;15039,125;NA;NA;7788,513;1344,200;1064,925
2021-02-08;22;23769,775;14418,975;NA;NA;7606,025;675,613;1085,175
2021-02-08;23;22272,888;13294,600;NA;NA;7388,438;527,263;1083,288
2021-02-08;24;21004,875;11925,250;NA;NA;7237,838;815,188;1046,325
2021-02-09;1;20086,113;12274,188;NA;NA;7000,763;646,675;483,488
2021-02-09;2;19548,100;12438,438;NA;NA;6735,088;-107,725;1038,063
2021-02-09;3;19251,650;12400,763;NA;NA;6579,100;-237,950;1070,113
2021-02-09;4;19203,413;12114,025;NA;NA;6404,113;464,363;780,350
2021-02-09;5;19554,550;12355,563;NA;NA;6303,775;1118,350;337,275
2021-02-09;6;20418,625;13115,938;NA;NA;6247,663;1409,325;131,800
2021-02-09;7;22738,800;15093,688;NA;NA;6026,388;1551,700;116,813
2021-02-09;8;24737,725;17517,000;NA;NA;6122,113;759,625;358,963
2021-02-09;9;26126,825;18903,300;NA;NA;6194,888;618,938;418,300
2021-02-09;10;26774,013;19310,900;NA;NA;6356,325;703,588;419,388
2021-02-09;11;26861,863;19088,888;NA;NA;6544,263;695,150;544,163
2021-02-09;12;27030,300;18443,613;NA;NA;6547,425;1013,150;1031,913
2021-02-09;13;26966,875;18332,763;NA;NA;6452,175;1117,325;1079,800
2021-02-09;14;26763,713;18306,975;NA;NA;6311,613;1083,963;1072,988
2021-02-09;15;26174,438;18385,150;NA;NA;6136,675;760,800;902,938
2021-02-09;16;25669,975;18405,150;NA;NA;5976,813;584,963;720,325
2021-02-09;17;25728,563;18547,400;NA;NA;5947,038;742,238;503,338
2021-02-09;18;26700,013;19401,175;NA;NA;6068,925;1115,238;107,925
2021-02-09;19;26603,175;19519,775;NA;NA;6084,525;830,150;160,638
2021-02-09;20;26328,013;18921,963;NA;NA;6064,338;924,775;436,738
2021-02-09;21;25561,813;17407,325;NA;NA;5931,363;1354,313;890,975
2021-02-09;22;23988,700;15569,100;NA;NA;5873,288;1696,650;869,525
2021-02-09;23;22481,388;13999,088;NA;NA;5810,075;1783,763;915,900
2021-02-09;24;21167,188;13304,213;NA;NA;5845,188;1230,913;874,638
2021-02-10;1;20157,163;13275,263;NA;NA;5811,363;976,700;567,425
2021-02-10;2;19549,863;13549,388;NA;NA;5802,088;557,913;267,488
2021-02-10;3;19260,863;13745,700;NA;NA;5793,013;309,575;149,438
2021-02-10;4;19242,300;13711,800;NA;NA;5790,325;276,063;197,038
2021-02-10;5;19610,375;13408,388;NA;NA;5853,788;608,275;397,750
2021-02-10;6;20384,825;13952,800;NA;NA;5880,338;579,363;232,488
2021-02-10;7;22879,238;15782,700;NA;NA;5896,975;1239,900;-17,088
2021-02-10;8;24705,463;17761,613;NA;NA;6010,075;971,488;-29,000
2021-02-10;9;26186,900;18711,625;NA;NA;6171,788;1393,563;-78,150
2021-02-10;10;26954,638;19376,600;NA;NA;6449,500;1615,150;-468,163
2021-02-10;11;27058,550;19362,638;NA;NA;6689,238;1416,675;-399,500
2021-02-10;12;27104,950;19417,800;NA;NA;6753,550;892,900;51,913
2021-02-10;13;26937,900;19040,125;NA;NA;6608,588;1232,413;77,175
2021-02-10;14;26683,225;18243,638;NA;NA;6560,000;1407,413;495,963
2021-02-10;15;26019,600;17930,963;NA;NA;6381,013;1433,063;296,213
2021-02-10;16;25572,625;17971,600;NA;NA;6228,350;1379,150;10,888
2021-02-10;17;25543,075;18024,688;NA;NA;6300,438;1223,100;3,138
2021-02-10;18;26442,725;18793,425;NA;NA;6380,625;1392,288;-117,513
2021-02-10;19;26377,763;19202,113;NA;NA;6509,275;800,088;-132,175
2021-02-10;20;26195,763;18995,038;NA;NA;6572,625;673,013;-33,075
2021-02-10;21;25580,725;17551,325;NA;NA;6536,813;1300,638;203,813
2021-02-10;22;23863,950;14946,188;NA;NA;6494,825;1681,613;765,438
2021-02-10;23;22345,188;13609,775;NA;NA;6474,375;1255,225;1028,775
2021-02-10;24;21017,488;12787,825;NA;NA;6548,375;708,488;993,100
2021-02-11;1;20156,188;13648,625;NA;NA;6630,850;38,050;110,250
2021-02-11;2;19570,538;13729,913;NA;NA;6679,313;-100,500;-147,625
2021-02-11;3;19293,013;13420,750;NA;NA;6656,913;-59,525;-113,913
2021-02-11;4;19319,013;13300,700;NA;NA;6647,488;19,425;-42,925
2021-02-11;5;19657,788;13405,900;NA;NA;6771,175;107,600;-44,325
2021-02-11;6;20292,263;13394,975;NA;NA;6821,475;192,113;8,388
2021-02-11;7;22757,388;15768,275;NA;NA;6983,863;232,025;-210,963
2021-02-11;8;24790,038;17920,000;NA;NA;7195,125;-266,713;-55,163
2021-02-11;9;26218,513;19152,575;NA;NA;7253,813;-144,575;-43,375
2021-02-11;10;26838,400;19555,900;NA;NA;7464,350;-120,450;-43,138
2021-02-11;11;26881,675;19423,050;NA;NA;7745,600;-226,538;-43,350
2021-02-11;12;27169,000;19165,813;NA;NA;8054,425;-13,163;-28,388
2021-02-11;13;26941,475;18721,538;NA;NA;7989,013;170,125;85,525
2021-02-11;14;26698,188;18219,125;NA;NA;7951,175;204,138;326,275
2021-02-11;15;26069,988;17637,525;NA;NA;7818,750;645,750;-9,400
2021-02-11;16;25568,438;17564,088;NA;NA;7633,963;448,988;-60,400
2021-02-11;17;25549,263;17647,663;NA;NA;7512,650;657,188;-264,900
2021-02-11;18;26570,450;19028,850;NA;NA;7513,700;651,675;-630,550
2021-02-11;19;26688,038;19190,988;NA;NA;7721,638;426,963;-650,313
2021-02-11;20;26501,713;19010,413;NA;NA;7711,975;444,513;-647,213
2021-02-11;21;25968,150;18411,738;NA;NA;7728,350;387,488;-545,550
2021-02-11;22;24217,263;15819,088;NA;NA;7553,075;467,738;398,938
2021-02-11;23;22764,188;14195,550;NA;NA;7409,075;806,988;371,863
2021-02-11;24;21410,450;13715,963;NA;NA;7238,988;693,313;-219,063
2021-02-12;1;20472,400;13304,400;NA;NA;7184,700;331,413;-62,600
